ORGANIZATION,EMAIL,PHONE,ADDRESS,WEBSITE,latitude,longitude,status,notes,zipcode,county
Prince William County Community Foundation -- C.H.O.W. Wagon,info@pwccfoundation.org,800-455-4773,"PO box 5148, Woodbridge, VA 22194",https://www.pwccfoundation.org/program-services-chow-wagon,38.63,-77.27,Pending,,22194,Woodbridge
Prince William County Community Services ,,(703) 792-4900 ,"15941 Donald Curtis Drive, Suite 200, Woodbridge, VA ",,38.6082438,-77.2954709,Pending,,22191,Woodbridge
Prince William County Department of Development Services,KDuff@pwcgov.org,(703)792-6947,"4379 Ridgewood Center Drive Suite 202, Prince William, VA 22192",www.pwcva.gov ,38.6736422,-77.3407617,Pending,,22192,Woodbridge
Prince William County Human Rights Division,kkearns@alternasource.com,703-792-6944,"15941 Donald Curtis Drive, Suite 125, Woodbridge, VA 22191",,38.6082405,-77.2955553,Pending,,22191,Woodbridge
Prince william County Office of Housing and Community Development,housing@pwcgov.org,703-792-7530,"15941 Donald Curtis Drive, Ste 112, Woodbridge, VA 22191",https://www.pwcva.gov/department/housing-community-development,38.6081286,-77.2953813,Pending,,22191,Woodbridge
Prince William Senior Centers -- Woodbridge Senior Center,,(703) 792-5081,"13850 Church Hill Drive, Woodbridge, Virginia, 22191",https://www.pwcva.gov/department/area-agency-aging/senior-centers,38.6501228,-77.265803,Pending,,22191,Woodbridge
Prince William Soccer,rcheshire@pwsi.org,,"14716 Minnieville Rd Woodbridge, VA 22193",https://www.pwsi.org/,38.6323413,-77.3812718,Pending,,22193,Woodbridge
PWCS Global Welcome Center: Woodbridge Campus,GWCRegistration@pwcs.edu,(571) 374-6813,"15111 Blackburn Rd. Woodbridge, VA 22191",https://www.pwcs.edu/departments/global_welcome_ center/index,38.6220987,-77.2663546,Pending,,22191,Woodbridge
Real Life Church,,(703) 590-5048,"5023 Davis Ford Rd, Woodbridge, VA 22192",https://www.reallifecog.com/,38.6841673,-77.3620584,Pending,,22192,Woodbridge
Refugee and Immigrant Services (RIS) by Lutheran Social Services of the National Capital Area (LSS/NCA),immigration@LSSNCA.org,(202) 723-3000,"3320 Noble Pond Way, 201, Woodbridge, VA 22192",https://lssnca.org/programs/refugee-and-immigrant-services/,38.6498542,-77.308659,Pending,,22192,Woodbridge
Renew Life Worship Center,info@renewlifecenter.org,(703) 490-1900,"13195 Gordon Blvd, Woodbridge, VA 22191",www.renewlifecenter.org,38.6652944,-77.2484855,Pending,,22191,Woodbridge
Riverview Baptist Church,,703-494-4581,"1722 Florida Avenue Woodbridge, VA 22191",http://visitrbc.net/home/,38.6292861,-77.2664843,Pending,,22191,Woodbridge
Royal House Chapel Intl,info@royalhousemd.org,703-962-0815,"17300 River Ridge Blvd, Woodbridge, VA 22191",www.royalhousemd.org,38.5779589,-77.2989562,Pending,,22191,Woodbridge
Salvation Army,,703-580-8991,"1483 Old Bridge Rd, Ste 102, Woodbridge, VA 22192",https://southernusa.salvationarmy.org/nca/prince-william-service-center/,38.6724879,-77.2616851,Pending,,22192,Woodbridge
Saved Hands Foundation,info@SavedHandsFoundation.org,(571) 406-5112,"3360 Post Office Road #1745, Woodbridge, VA 22195",https://www.savedhandsfoundation.org/,38.6508065,-77.3121429,Pending,,22195,Woodbridge
Sharron Baucom Dale City Recreation Center,rbelcourt@pwcgov.org,(703) 792-8650,"14300 Minnieville Rd, Woodbridge, VA 22193",https://www.pwcva.gov/department/dale,38.6422563,-77.3461102,Pending,,22193,Woodbridge
Spirit & Life Church,,(571) 402-4437,"15721 Forest Park Dr, Woodbridge, VA 22193",www.spiritandlifechurch.org,38.6124847,-77.3647434,Pending,,22193,Woodbridge
St Margaret's Episcopal Church,STMEC@VERIZON.NET,703-590-3990,"5290 Saratoga Ln, Woodbridge, VA 22193",http://www.stmargaretsepiscopalva.org/,38.640843,-77.3647248,Pending,,22193,Woodbridge
St. Francis Drop-in Shelter,francias@stfrncis.org,(703) 221-6344,"15941 Donald Curtis Drive., Woodbridge, VA 22193",https://stfrncis.org/meals-for-the-homeless/,38.6081286,-77.2953813,Pending,,22193,Woodbridge
St. Paul United Methodist Church,Mwilson6794@aol.com ,"(703) 494-2445, (703) 568-5694","1400 G St, Woodbridge, VA 22191",www.stpaul-umc.org,38.6636108,-77.2571734,Pending,,22191,Woodbridge
St. Vincent De Paul,olasvdp@olasvdp.org,571-377-8371,"13744 Mary’s Way, Woodbridge, VA 22191",https://www.olasvdp.org/,38.6530411,-77.2565419,Pending,,22191,Woodbridge
St. Vincint De Paul,olasvdp@olasvdp.org, (571) 377-8371 ," 13744 Mary’s Way, Woodbridge, VA 22191",https://www.olasvdp.org/,38.6530411,-77.2565419,Pending,,22191,Woodbridge
Street Light Community Outreach Ministries ,contact@thestreetlight.org,(703) 491-2288,"14806 Blackburn Rd, Woodbridge, VA 22191",https://thestreetlight.org/what_we_do/,38.6310447,-77.2682378,Pending,,22191,Woodbridge
Streetlight Ministries Bill Mehr Drop-In Center (Eastern Prince William County),,703-227-7140,"14716 Potomac Mills Road, Woodbridge, VA",,38.630767,-77.2949524,Pending,,22192,Woodbridge
Tall Oaks Community Center,,703-491-2154,"12298 Cotton Mill Dr, Woodbridge, VA 22192",https://lakeridgeva.com/307/Community-Centers,38.689147,-77.3117327,Pending,,22192,Woodbridge
The Arc of Greater Prince ,dshipman@arcgpw.org,(703) 670-4800,"13505 Hillendale Drive Woodbridge, Virginia 22193",https://arcgpw.org/,38.6570966,-77.3399577,Pending,,22193,Woodbridge
The Church of Jesus Christ of Latter-day Saints,,(703) 730-0180,"3718 Old Bridge Rd, Woodbridge, VA 22192",https://www.lds.org/?lang=eng,38.6802646,-77.3246462,Pending,,22192,Woodbridge
The Connection Church,,(703) 580-1000,"14000 Smoketown Rd, Woodbridge, VA 22192",www.churchpluggedin.com,38.6457112,-77.3040125,Pending,,22192,Woodbridge
The Ferlazzo Emergency Shelter (FES),,(703) 792-3366,"15941 Donald Curtis Dr, Woodbridge, VA 22191",https://www.pwcva.gov/department/social-services/homeless-and-winter-shelters,38.6081286,-77.2953813,Pending,,22191,Woodbridge
The Good News Community Kitchen,office@tgnck.org,872-731-2151,"15929 Canada Goose Loop, Woodbridge, VA 22191",https://www.tgnck.org/,38.6098684,-77.2550159,Pending,,22191,Woodbridge
"The House Student Leadership Center
",info@thehouse-inc.com,703-909-5459,"14000 Crown Ct #105, Woodbridge, VA 22193",http://www.thehouse-inc.com/,38.6500499,-77.3109347,Pending,,22193,Woodbridge
The Life Church,"thelife@thelifedc.org,  rjones@thelifedc.org, khammond@thelifedc.org
",(703) 490-7155,"12680 Darby Brook Ct, Woodbridge, VA 22192",https://www.thelifedc.org/,38.6762871,-77.2650303,Pending,,22192,Woodbridge
The Lord'S Church At Woodbridge,lightjjl@yahoo.com,703-608-4926,"13025 Chinn Park Dr, Woodbridge, VA 22192",https://thelordschurchatwoodbridge.org/,38.6702546,-77.3320643,Pending,,22192,Woodbridge
"The Muriel Humphrey
Childcare Center",dshipman@arcgpw.org,(703) 670-5060,"13505 Hillendale Dr, Woodbridge, VA 22193",https://arcgpw.org/childcare-services/,38.6570966,-77.3399577,Pending,,22193,Woodbridge
The Potter's House,church@pottershouse.comcastbiz.net,(703) 910-4026,"1305 Jefferson Plaza, Woodbridge, VA 22191",www.pottershousewoodbridge.com,38.6520129,-77.2535816,Pending,,22191,Woodbridge
The Salvation Army Corps Community Center,,703-580-8991,"1483 Old Bridge Rd #102, Woodbridge, VA 22192",https://salvationarmynca.org/nca/prince-william-service-center,38.6724879,-77.2616851,Pending,,22192,Woodbridge
Trinity Baptist Church,,(703) 445-2504,"15800 Neabsco Rd, Woodbridge, VA 22191",www.trinitybaptistva.org,38.6049572,-77.2843333,Pending,,22191,Woodbridge
Trinity Lutheran Church,TrinityofWoodbridge@gmail.com,703-897-7373,"12345 Cotton Mill Dr, Woodbridge, VA 22192",http://www.trinityofwoodbridge.org/,38.688548,-77.3164088,Pending,,22192,Woodbridge
Unity Christian Fellowship International (UNITY CHURCH),admin@unityva.org,(703) 491-8234,"14747 Arizona Ave, Woodbridge, VA 22191",http://www.unitychurchva.org/,38.6325452,-77.2621668,Pending,,22191,Woodbridge
Veterans Community Center,CTyrrell2@pwcgov.org,(703) 792-8794,"14300 Veterans Drive, Woodbridge, VA 22191",https://www.pwcva.gov/department/veterans-memorial-park,38.6437414,-77.2498549,Pending,,22191,Woodbridge
"Victory Christian Ministries, Intl. Woodbridge Campus",INFO@VCMI-VA.ORG,571.552.3008,"14015 Minnieville Rd, Woodbridge, VA 22193",https://www.vcmi-va.org/,38.6464856,-77.3304074,Pending,,22193,Woodbridge
Virginia Career Works - Prince William Center,,(703) 586-6800,"13370 Minnieville Road, Woodbridge, VA 22192",https://virginiacareerworks.com/,38.6581756,-77.3028624,Pending,,22192,Woodbridge
Virginia Employment Commission,princewilliam@virginiaworks.gov,(703) 897-0407,"13370 Minnieville Rd, Woddbridge, VA 22192",https://www.vec.virginia.gov/,38.6581756,-77.3028624,Pending,,22192,Woodbridge
Westridge Swim & Racquet Club,,703-590-1600,"12764 Quarterhorse Ln, Woodbridge, VA 22192",http://www.westridgeva.org/default.php,38.6807572,-77.333568,Pending,,22192,Woodbridge
"Women, Infnats, and Childeren (WIC) -- Woodbridge Office",PWHDWIC@vdh.virginia.gov ,703-792-7319,"4001 Prince William Parkway, Suite 204, Woodbridge, VA 22192",https://www.vdh.virginia.gov/prince-william/wic/,38.6651211,-77.3314055,Pending,,22192,Woodbridge
Woodbridge Assembly of God Church,,(571) 278-0107,"14001 Smoketown Rd, Woodbridge, VA 22192",,38.6449449,-77.3010017,Pending,,22192,Woodbridge
Woodbridge Church Of The Brethren,Staff@WCOB.org,(703) 494-4877,"13300 Millwood Dr, Woodbridge, VA 22191",www.wcob.org,38.6598699,-77.2645047,Pending,,22191,Woodbridge
Woodbridge Faith Center,,(703) 909-7230,"13195 Occoquan Rd, Woodbridge, VA 22191",http://woodbridgefaithcenter.org/,38.6651688,-77.2543564,Pending,,22191,Woodbridge
Woodbridge Ghanaian Seventh-Day Adventist Church,enocha@pcsda.org,,"1550 Prince William Pkwy, Woodbridge, VA 22191",https://woodbridgeghanaianva.adventistchurch.org/,38.65059,-77.2616848,Pending,,22191,Woodbridge
Woodbridge Therapy Group,Norgetteasongafac@yahoo.com,(703)497-1771,"2680 Opitz Blvd, Suite 220, Woodbridge, VA 22192",,38.6381012,-77.2956033,Pending,,22192,Woodbridge
World Hazara Council USA,kevin@worldhazaracouncil.org,(571) 888-2888,"4424 Simpson Mill Way, Woodbridge, VA 22192",www.worldhazaracouncilusa.org,38.6809238,-77.3460339,Pending,,22192,Woodbridge
ACTS Sexual Assault Services,info@actspwc.org,(703) 497-1192,nan,https://actspwc.org/sexual-assault/,,,Pending,,,
Adult & Child Protective Services,,(703) 792-4200,nan,https://www.pwcva.gov/department/social-services/child-protective-services,,,Pending,,,
Adult Protective Services (APS),circuitcourt@pwcgov.org,(703) 792-4200,nan,https://www.pwcva.gov/department/social-services/adult-protective-services,,,Pending,,,
Antietam Square Condos,,,nan,,,,Pending,,,
Arc of Greater Prince William -- Family Support Services,jrussell@arcgpw.org,(703) 730-3124,nan,https://arcgpw.org/family-support-services/,,,Pending,,,
Brittany Regency HOA,,(703) 909-5459,nan,,,,Pending,,,
Cardinal Crest HOA,,(703) 670-6061,nan,,,,Pending,,,
Child Find Evaluation Center at Woodbine,BrickeSL@pwcs.edu,703-791-8857,nan,https://www.pwcs.edu/academics___programs/special_education/child_find/preschool_child_find,,,Pending,,,
Child Support,,,nan,https://dss.virginia.gov/family/dcse/,,,Pending,,,
Children’s Regional Crisis Response (CR2),,703-527-4077,nan,https://www.cr2crisis.com/about-our-service,,,Pending,,,
CommonHelp VA,,833-522-5582,nan,commonhelp.virginia.gov/access,,,Pending,,,
Community Healthcare Coalition of Greater Prince William ,mburton@institutephi.org.,,nan,http://www.behealthybehappyprincewilliam.com/index.php?module=Tiles&controller=index&action=display&alias=priorities,,,Pending,,,
Controlled Substance Public Disposal Locations,,,nan,https://bit.ly/Search-Utility,,,Pending,,,
Coordinated Entry (CES),,703-792-3366,nan,,,,Pending,,,
Coordinated Entry System (CES) ,,(703) 792-3366 ,nan,https://www.pwcva.gov/department/homeless-services/coordinated-entry-system-ces,,,Pending,,,
Crest Ridge HOA,,,nan,,,,Pending,,,
Crisis Intervention Services,,See Comments,nan,,,,Pending,,,
Dale City 10th HOA,,703.492.9444,nan,,,,Pending,,,
Dale City 11th HOA,,,nan,,,,Pending,,,
Dale City 14th HOA,,703-530-9800,nan,,,,Pending,,,
Dale City 2nd HOA,,"
(571) 276-0646",nan,,,,Pending,,,
Dale City 3rd HOA,,571.421.2211,nan,,,,Pending,,,
Dale City 4th HOA,,703-841-3830,nan,,,,Pending,,,
Dale City 9th HOA,,(703) 221-4510,nan,,,,Pending,,,
Dale City Lightning Track Club,info@dalecitytrack.org,571-306-3285,nan,https://www.dalecitytrack.org/,,,Pending,,,
Dawnson Landing HOA,,(571) 379-6212,nan,,,,Pending,,,
Domestic Violence -- Court Services Unit/Intake,,703-792-6210,nan,,,,Pending,,,
Domestic Violence -- Domestic Violence Resource Specialist,,703-792-6065,nan,,,,Pending,,,
Domestic Violence -- Victim Witness Assistance Program,,703-392-7083,nan,,,,Pending,,,
Doorways for Women & Families (Arlington),,703-504-9400,nan,,,,Pending,,,
Early Intervention - Infant & Toddler Connection of Greater Prince William,,(703) 792-7879,nan,https://www.pwcva.gov/department/community-services/infant-toddler-services,,,Pending,,,
Family Loan Program,,703-490-3646,nan,,,,Pending,,,
Forest Vista HOA,,(703) 730-1078,nan,,,,Pending,,,
Free Legal Questions,,866-534-5243,nan,valegalaid.org,,,Pending,,,
Georgetown Park HOA,,703-459-5257,nan,,,,Pending,,,
Georgetown Village Community,,(703) 221-6344 ,nan,,,,Pending,,,
Good News Washington Church,,(703) 973-7975,nan,http://goodnewsmission.net/,,,Pending,,,
Health Insurance Online,,,,http://www.online-health-insurance.com/,,,Pending,,,
Health Link Dentist Referral,,703-362-4901 ext 17,nan,,,,Pending,,,
HealthCare.gov,,,,https://www.healthcare.gov/,,,Pending,,,
Healthy Families (NVFS),,(703) 944-8752,nan,Healthy Families - Northern Virginia Family Service (nvfs.org),,,Pending,,,
Human Rights Campaign - The Trevor Project (Youth 13-24),,866-488-7386,nan,hrc.org/resources/direct-online-and-phone-support-services-for-lgbtq-youth,,,Pending,,,
Hypothermia Services,,703-792-3366,nan,http://pwcva.org/hypothermia-services,,,Pending,,,
Improve Life Support Group,,,nan,,,,Pending,,,
INOVA Care Clinic For Families,,571-719-4180,nan,,,,Pending,,,
Kelley Farm HOA,,202-466-4664 ,nan,,,,Pending,,,
Laurel Center (Winchester),,540-667-6466,nan,,,,Pending,,,
LAWS 24/7 Crisis Center and Shelter Line (loudoun),,703-777-6552,nan,,,,Pending,,,
Legal Justice Center,,866-534-5243,nan,justice4all.org/get-help/,,,Pending,,,
Local Domestic Violence Hotline ,,(703) 221-4951,nan,,,,Pending,,,
LOCCA/PELT,, (703) 491-2288,nan,,,,Pending,,,
Logan Woods HOA,,571-748-2500,nan,,,,Pending,,,
Low-Income Saftey Seats (VDH),,,nan,https://www.vdh.virginia.gov/child-passenger-safety/low-income-safety-seat-program/,,,Pending,,,
Markham's Grant HOA,,(703) 368-7995,nan,,,,Pending,,,
Medical Health Department,,703-792-6300 (M)/703-792-7300 (W),nan,,,,Pending,,,
Medicine Assistance Tool,,(571) 350-8643,nan,https://medicineassistancetool.org/,,,Pending,,,
Mental Health First Aid (MHFA),,,nan,https://www.mentalhealthfirstaid.org/take-a-course/find-a-course/,,,Pending,,,
Mid County Civic Association (MIDCO),,(703) 670-4800,nan,,,,Pending,,,
Mobile Mammograms (UVA Health),,,nan,,,,Pending,,,
MommyMeds,,,nan,Apple: https://apps.apple.com/us/app/mommymeds/id669222544 Android: https://play.google.com/store/apps/detailsid=com.infant risk.mommymeds.paid,,,Pending,,,
Morgan Point HOA,,703-369-5292 ,nan,,,,Pending,,,
Mother of Mercy,,,nan,,,,Pending,,,
My Meal Detective,FoodSafety@vdh.virginia.gov,,nan,https://redcap.vdh.virginia.gov/redcap/surveys/?s=PJACE4A4EY,,,Pending,,,
National Association of Insurance Commissioners,help@naic.org,(816) 783-8500,nan,https://content.naic.org/consumer.htm,,,Pending,,,
National Call Center for Homeless Veterans ,,(877) 424-3838,nan,,,,Pending,,,
National Center for Victims of Crime,,855-443-5782 (Infoline),nan,,,,Pending,,,
National Deaf Domestic Violence Hotline,nationaldeafhotline@adwas.org,855-812-1001,nan,http://thedeafhotline.org/,,,Pending,,,
National Domestic Violence Hotline ,,(800) 799-7233,nan,,,,Pending,,,
National Drug Helpline,,844-289-0857,nan,,,,Pending,,,
National Empowerment Center,,978-685-1494,nan,https://power2u.org/,,,Pending,,,
National Human Trafficking Hotline ,,(888) 373-7888,nan,,,,Pending,,,
National Runaway Safeline,,1-800-RUNAWAY (1-800-786-2929),nan,https://www.1800runaway.org/,,,Pending,,,
National Sexual Assault Hotline ,,(800) 656-4673,nan,,,,Pending,,,
National Suicide Prevention Hotline ,,988 or (800) 273-8255,nan,,,,Pending,,,
National TPS Alliance,info@ntpsalliance.org,,nan,https://www.nationaltpsalliance.org/,,,Pending,,,
National Veterans Crisis Hotline ,,988 press 1 or (800) 273-8255,nan,,,,Pending,,,
Needy Meds,info@needymeds.org,1-(800) 503-6897,nan,https://www.needymeds.org/,,,Pending,,,
Next Distro,,,nan,,,,Pending,,,
Northern Virginia Family Service,info@nvfs.org,571-444-6664,nan,https://www.nvfs.org/our-services/health-well-being/health-access/,,,Pending,,,
NOVA Pride,brian@novapride.org (press/blog contact),,nan,novapride.org,,,Pending,,,
NVFS Early Headstart (Ages 0-3) Childcare Program - Arlington,,571-748-2796,nan,https://www.nvfs.org/our-services/early-childhood-development/early-head-%20start/,,,Pending,,,
NVFS Early Headstart (Ages 0-3) Childcare Program - Loudoun,,571-748-2792,nan,https://www.nvfs.org/our-services/early-childhood-development/early-head-%20start/,,,Pending,,,
NVFS Early Headstart (Ages 0-3) Childcare Program - Manassas,,571-748-277,nan,https://www.nvfs.org/our-services/early-childhood-development/early-head-%20start/,,,Pending,,,
NVFS Early Headstart (Ages 0-3) Childcare Program - Woodbridge,,571-748-2703,nan,https://www.nvfs.org/our-services/early-childhood-development/early-head-%20start/,,,Pending,,,
NVFS Healthy Families,hfpwreferral@nvfs.org,,nan,https://www.nvfs.org/our-services/early-childhood-development/healthy-families/,,,Pending,,,
Occoquan Oaks HOA,,,nan,,,,Pending,,,
Opioid Response and Naloxone Education,csbhwteam@pwcgov.org,571-866-6400,nan,https://www.pwcva.gov/department/community-services/naloxone-education/,,,Pending,,,
Panaorama Latino TV Show,panoramalatino3@aol.com,(703)851-5525,nan,,,,Pending,,,
Park Rx America,doczarr@parkrxamerica.org,,nan,https://parkrxamerica.org/,,,Pending,,,
Partnership to End Addiction,,,nan,,,,Pending,,,
Patient Help Network - Low Cost Prescription Refill Assistance,,,nan,http://patienthelpnetwork.org/,,,Pending,,,
Pediatric Primary Care Project,,(703) 244-7310,nan,Pediatric Primary Care Project - Northern Virginia Family Service (nvfs.org),,,Pending,,,
PeopleReady,,703-530-6530,nan,,,,Pending,,,
Port Potomac HOA,,(703) 499-9034,nan,,,,Pending,,,
Postpartun Psychosis facebook Groups,,,nan,Activism & Advocacy: https://www.facebook.com/groups/ 869281459947181/ Forum: https://www.facebook.com/groups/357619024101/ Survivors: https://www.facebook.com/groups/413383649158314/,,,Pending,,,
Pregnancy and Postpartum Psychosis Community Mosaic,,,nan,https://pppawarenessday.org/community-mosaic-submission/,,,Pending,,,
Preschool Programs (PWCS),wilderaj@pwcs.edu,(703) 791-8708,nan,https://www.pwcs.edu/academics___programs/head_start/index,,,Pending,,,
Prince William Area Agency on Aging,,703-792-6374,nan,pwcva.gov/aaa,,,Pending,,,
Prince William Area Agency on Aging Long-Term Care Ombudsman Program,LTCOmbudsman@pwcgov.org,703-792-7662,nan,https://www.pwcva.gov/department/area-agency-aging/long-term-care-ombudsman,,,Pending,,,
Prince William County Bar Association Lawyer Referral Service (LRS),,703-393-2306,nan,,,,Pending,,,
Prince William County Community Services Emergency Hotline,,703-792-7800,nan,,,,Pending,,,
Prince William County Community Services Intensive Adult Mental Health Services - Manassas,,703-792-7800,nan,https://pwcva.gov/department/community-services/sda,,,Pending,,,
Prince William County Community Services Intensive Adult Mental Health Services - Woodbridge,,703-792-4900,nan,https://pwcva.gov/department/community-services/sda,,,Pending,,,
Prince William Special Olympics,Areacoordinator@pwsova.org,571-577-8035,nan,http://www.pwsova.org/pwso/,,,Pending,,,
PW Interfaith Caregivers,,703-369-5063,nan,,,,Pending,,,
Queens Landing HOA,,703-257-5400,nan,,,,Pending,,,
"Rape, Abuse, & Incest National Network",,1-800-656-HOPE (1-800-656-4673),nan,http://www.rainn.org/,,,Pending,,,
River Falls HOA,,,nan,,,,Pending,,,
SAMHSA's National Helpline,,1-800-662-4357,nan,,,,Pending,,,
Saving Prince William's Littles,savingnovaslittles@gmail.com,(703) 662-5222,nan,https://savingprincewilliamslittles.com,,,Pending,,,
School Age Process,"BrickeSL@pwcs.edu
",,nan,https://www.pwcs.edu/academics___programs/special_education/child_find/school_age_child_find,,,Pending,,,
Sentara Mobile Care,,703-523-1095,,https://www.sentara.com/hospitalslocations/sentara-community-care/sentara-mobile-care,,,Pending,,,
Sista Midwife directory,,,nan,https://www.sistamidwifedirectory.com/,,,Pending,,,
Special Needs Dental Directory,,,nan,https://apps.vdh.virginia.gov/livewell/findadentist/,,,Pending,,,
Tahirih Justice Center,,"(571) 282-6161, appointment only",nan,https://www.tahirih.org/get-help/,,,Pending,,,
Teen Crisis Line/Second Story For Teens,,"CALL 1-800-SAY-TEEN (1-800-729-8336) TEXT ""NEED HELP"" TO 855-11, (703) 944-8752",nan,https://www.secondstory.org/,,,Pending,,,
Text4Baby,,,nan,https://www.text4baby.org/,,,Pending,,,
The Church of Saint Martin,,cannot find,nan,,,,Pending,,,
The Strong Hearts Native Hotline,,1-844-7NATIVE (1-844-762-8483),nan,http://www.strongheartshelpline.org/,,,Pending,,,
The Trevor Project,,1-866-488-7386,nan,https://www.thetrevorproject.org/get-help/,,,Pending,,,
Ticket to Work,,866-968-7842,nan,https://vcwnorthern.com/ticket-to-work/,,,Pending,,,
Towns of Forest Hills HOA,,(301)681-6636,nan,,,,Pending,,,
Transitional Housing Program,agonzalez@pwcgov.org,(703) 492-2301,nan,https://www.pwcva.gov/department/housing-community-development/transitional-housing,,,Pending,,,
US VETS,mtalford@usvets.org,202-683-8357,nan,usvets.org/locations/washington-dc,,,Pending,,,
VA Department of Enviromental Quality,,,nan,https://www.deq.virginia.gov/our-programs/disaster-preparedness,,,Pending,,,
Veterans First Friendship Place,,(202) 364-1419,nan,,,,Pending,,,
Veterans with VA-Guaranteed Home Loans,,877-827-3702,nan,,,,Pending,,,
Virginia Department for Aging and Rehabilitative Services (DARS) - DARS Manassass office and evaluation center,,703-335-5550,nan,https://www.dars.virginia.gov/cbs/ltcrm.htm,,,Pending,,,
Virginia Department for Aging and Rehabilitative Services (DARS) - Manassas fabrication center,,703-335-2150,nan,https://www.dars.virginia.gov/cbs/ltcrm.htm,,,Pending,,,
Virginia Has Jobs,,,nan,https://virginiahasjobs.com/,,,Pending,,,
Virginia Judicial System Court Self-Help Website,,,nan,selfhelp.vacourts.gov,,,Pending,,,
Virginia Lawyer Referral Service (VLRS),lawyerreferral@vsb.org,800-552-7977/804-775-0808,nan,,,,Pending,,,
Virginia LGBTQ+ Advisory Board Resources,,,nan,lgbtq.virginia.gov/resources,,,Pending,,,
Virginia Veteran and Family Support,,(804) 786-0286,nan,,,,Pending,,,
Volunteers of America Chesapeake ,,(703) 341-5077,nan,,,,Pending,,,
Woodbridge Commons HOA,,"(703) 969-0197, (703) 863-7422",nan,,,,Pending,,,
Woodbridge Napalese Society,,,nan,,,,Pending,,,
World Mission Society Church Of God,,Cannot find,nan,http://english.watv.org/,,,Pending,,,
Virginia Fresh Match (SNAP provider),info@virginiafreshmatch.org,549-212-9482,"10490 Gemini Way, Dale City, VA, 22193",https://www.virginiafreshmatch.org/locate,38.643,-77.313,Pending,,22193,Dale City
