,VERIFICATION STATUS,ORGANIZATION,CATEGORY,EMAIL ,Link,PHONE,ADDRESS,WEBSITE,Services Provided,Hours of Service,Comment,latitude,longitude
541,Verified,St. Thomas United Methodist Church,Family,receptionist@stthomasumc.org,,703 368-5161,"8899 Sudley Road, Manassas, VA 20110",https://www.stthomasumc.org/,"We exist to REACH, NOURISH, and SERVE the community so all may experience healing and new life through Jesus Christ.",,,38.7638239,-77.47844289999999
542,,St. Thomas United Methodist Church,Faith Based Services,info@stthomasumc.org ,,(703) 368-5161     ,"8899 Sudley Rd, Manassas, VA 20110",https://stthomasumc.org/,,,,38.7638239,-77.47844289999999
543,Verified,St. Thomas United Methodist Church,Housing Utilities Finances,info@stthomasumc.org ,,703-368-5161     ,"8899 Sudley Rd, Manassas, VA 20110",https://stthomasumc.org/,Rental Assistance,,,38.7638239,-77.47844289999999
544,Verified,St. Vincent De Paul,Housing Utilities Finances,olasvdp@olasvdp.org,,571-377-8371,"13744 Mary’s Way, Woodbridge, VA 22191",https://www.olasvdp.org/,"The Society of Saint Vincent de Paul offers service to individuals in need living in the following zip codes:  22191, 22192, 22193, 22079, and 22125.  We provide financial assistance, food pantry, and other referral services.  We do not provide assistance for rent, deposits, and down payments.

We offer the following financial assistance to our neighbors in need:
- Past due utility bills and those with shutoff notices
- Prescriptions
- Gas cards
- Winter coats
- Other basic necessities
",,,38.6530411,-77.2565419
545,Verified,St. Vincent De Paul,Food,olasvdp@olasvdp.org,,(571) 377-8371,"13744 Mary’s Way, Woodbridge, VA 22191",https://www.olasvdp.org/,"The Society of Saint Vincent de Paul offers service to individuals in need living in the following zip codes:  22191, 22192, 22193, 22079, and 22125.  We provide financial assistance, food pantry, and other referral services.  We do not provide assistance for rent, deposits, and down payments.



For housing assistance and a list of resources go to Prince William County's Housing and Community Development office website  pwcgov.org/housing. ","DISTRIBUTION DATES – December 2024 - June 2025
(Fechas de Regogida de Despensa de Alimentos)


2024

December 7th and 21st



2025

January 11th and 25th

February 8th and 22nd

March 8th and 22nd

April 12th and 26th

May 10th and 24th

June 14th and 28th


Food Pantry Hours are from 10:00 AM to 12:00 Noon
(La Hora de La Despensa de Alimentos Son de 10:00 AM – 12:00 Noon)

The Food Pantry Can Only Be Visited Once A Month
(La Despensa de Alimentos Solo Se Puede Visitar Una Vez Al Mes)",,38.6530411,-77.2565419
546,,St. Vincint De Paul,Faith Based Services,olasvdp@olasvdp.org,, (571) 377-8371 ," 13744 Mary’s Way, Woodbridge, VA 22191",https://www.olasvdp.org/,,,,38.6530411,-77.2565419
547,,Star Bethlehem,Faith Based Services,,,(703) 221-3888,"19068 Bethlehem Church Rd, Triangle, VA 22172",www.starbethlehem.org,,,,38.5383332,-77.3241415
548,Verified,Street Light Community Outreach Ministries ,Food,contact@thestreetlight.org,,(703) 491-2288,"14806 Blackburn Rd, Woodbridge, VA 22191",https://thestreetlight.org/what_we_do/,"We are dedicated to feeding the poor and hungry in our community. We offer a wide variety of food products and toiletries to needy families every Tuesday and Thursday, 9:30AM to 11:30AM.","every Tuesday and Thursday, 9:30AM to 11:30AM",,38.6310447,-77.2682378
549,,Streetlight Ministries Bill Mehr Drop-In Center (Eastern Prince William County),Hypothermia Services,,,703-227-7140,"14716 Potomac Mills Road, Woodbridge, VA",,,"Monday-Sunday, 6pm - 8am, open nightly during hypothermia season regardless of weather for single adults only",,38.630767,-77.2949524
550,,Substance Abuse and Mental Services Administration (SAMHSA),Mental Health Substance Use,,,877-726-4727,"5600 Fishers Lane, Rockville, MD 20857",https://www.samhsa.gov/find-help/helplines/national-helpline,Adult,,,39.0625608,-77.11260539999999
551,Verified,Community Services -- Sudley North,Mental Health Substance Use,,,703-792-5241,"7969 Ashton Avenue, Manassas, VA 20109",https://www.pwcva.gov/department/community-services,"Adult Mental Health, Substance use, Vocational Rehabilitation, Developmental Disabilities  
Youth Mental Health & Substance Use, Infant & Toddler Early Intervention, and Developmental Disabilities  ",,,38.7885068,-77.5189456
552,,Sudley United Methodist Church,Faith Based Services,pastor@sudley-methodist.org,,703-754-4380,"5308 Sudley Rd, Manassas, VA 20109",http://www.sudley-methodist.org/,,,,38.8406083,-77.5381369
553,,Suicide Prevention Alliance of Northern Virginia,Mental Health Substance Use,suicidepreventionnva@fairfaxcounty.gov,,,"8221 Willow Oak Corporate Dr, Fairfax, VA 22031",https://www.suicidepreventionnva.org/,Adult,,,38.8637346,-77.2339313
554,,Tabernacle Baptist Church,Faith Based Services,admin@tbcmanassas.org,,703-368-8610,"8275 Barrett Dr, Manassas, VA 20109",http://www.tbcmanassas.org/,,,,38.77667599999999,-77.4962025
555,,Tahirih Justice Center,Criminal Justice,,,"(571) 282-6161, appointment only",,https://www.tahirih.org/get-help/,Free legal and social services for immigrants facing gender based violence.,,,40.7035916,-104.7808024
556,Verified,Tall Oaks Community Center,Community and Recreation Centers,,,703-491-2154,"12298 Cotton Mill Dr, Woodbridge, VA 22192",https://lakeridgeva.com/307/Community-Centers,"Tall Oaks Pool is located on Cotton Mill Drive in Woodbridge. Administrated by the Lake Ridge Parks and Recreation Association, the pool is open to Lake Ridge residents only, offering swimming lessons, affordable guest passes and pool rental opportunities. The outdoor pool is open Memorial Day weekend to Labor Day, seven days a week. Members need a validated membership card. For more information about the pool and membership, visit the Lake Ridge Parks and Recreation Association website.",,,38.689147,-77.3117327
557,,Taqwa Islamic Center,Faith Based Services,,,Cannot find,"10441 Balls Ford Rd, Manassas, VA 20109",,,,,38.8007977,-77.508575
558,,Teen Crisis Line/Second Story For Teens,Family,,,"CALL 1-800-SAY-TEEN (1-800-729-8336) TEXT ""NEED HELP"" TO 855-11, (703) 944-8752",,https://www.secondstory.org/,"Temporary safe haven housing for teens ages 13-17 in crisis. Individual, group, & family counseling.",,,40.7035916,-104.7808024
559,Verified,Tenants and Workers United,Immigrant Support Services,communications@tenantsandworkers.org,,(703) 684-5697,"3801 Mount Vernon Avenue, Alexandria, VA 22305",https://www.tenantsandworkers.org/,"TWU conducts public policy and issue campaigns, low-wage worker and community organizing, education and leadership development, and non-partisan electoral organizing, all of which support our overall mission of building regional power in Northern Virginia, and a broad, political-economic justice movement centered around the leadership of working-class women and communities of color.",,,38.8394033,-77.0623191
560,,Text4Baby,Family,,,,,https://www.text4baby.org/,"Mobile app for appointment text reminders, pregnancy progress tracking, health and safety tips, and interactive videos and web content. Compatible with Apple and Android devices.",,,40.7035916,-104.7808024
561,,The American Academy of Child and Adolescent Psychiatry,Parenting,,,202.966.7300,"3615 Wisconsin Avenue, N.W., Washington, D.C. 20016-3007",https://www.aacap.org/Shared_Content/AACAP_Sign_In.aspx?WebsiteKey=a2785385-0ccf-4047-b76a-64b4094ae07f&LoginRedirect=true&returnurl=%2fAACAP%2fFamilies_and_Youth%2fFamily_Resources%2fHome.aspx,Adult,,,38.9380364,-77.07379999999999
562,,The Arc - Northern Virginia,Disabled and/or Elderly,,https://thearcofnova.org/contact-us,703-208-1119,"3060 Williams Drive, Suite 300 Fairfax, VA 22031",https://thearcofnova.org/program/support-coordination/,,,,38.8664763,-77.2341388
563,,The Arc of Greater Prince ,Special Needs Services,dshipman@arcgpw.org,,(703) 670-4800,"13505 Hillendale Drive Woodbridge, Virginia 22193",https://arcgpw.org/,,,,38.6570966,-77.3399577
564,,The Church of Jesus Christ of Latter-day Saints,Faith Based Services,,,(703) 730-0180,"3718 Old Bridge Rd, Woodbridge, VA 22192",https://www.lds.org/?lang=eng,,,,38.6802646,-77.32464619999999
565,,The Church of Jesus Christ of Latter-day Saints,Faith Based Services,,,(571) 248-6524,"14015 Glenkirk Rd, Gainesville, VA 20155",https://www.lds.org/?lang=eng,,,,38.77382,-77.611881
566,,The Church of Jesus Christ of Latter-day Saints,Faith Based Services,,,703-670-5977,"3000 Dale Blvd, Dale City, VA 22193",www.lds.org,,,,38.6283276,-77.30484609999999
567,,The Church of Jesus Christ of Latter-day Saints,Faith Based Services,,,703-361-4257,"8001 Barrett Dr, Manassas, VA 20109",https://www.lds.org/locations?lang=eng,,,,38.7796141,-77.4948469
568,,Christian Church in Manassas - The Church of Jesus Christ of Latter-day Saints,Faith Based Services,,,(703) 988-1205,"5750 Websters Way, Manassas, VA 20112",https://local.churchofjesuschrist.org/en/us/va/manassas/5750-websters-way,,,,38.6739349,-77.38069039999999
569,,The Church of Saint Martin,Faith Based Services,,,cannot find,,,,,,40.7035916,-104.7808024
570,,The Connection Church,Faith Based Services,,,(703) 580-1000,"14000 Smoketown Rd, Woodbridge, VA 22192",www.churchpluggedin.com,,,,38.6457112,-77.3040125
571,Verified,The Ferlazzo Emergency Shelter (FES),Housing Utilities Finances,,,(703) 792-3366,"15941 Donald Curtis Dr, Woodbridge, VA 22191",https://www.pwcva.gov/department/social-services/homeless-and-winter-shelters,"This program a 48-bed year-round facility that servers single adults only operated by the Department of Social Services.  All referrals to the shelter are made through the Prince William County Coordinated Entry System (CES); potential residents can inquire about a bed at the shelter by contacting CES at (703) 792-3366 (TTY: 711). When residents first arrive at the shelter, they complete an intake with our program staff and are assigned a caseworker to help them navigate the system. Caseworkers spend time with residents to help them better understand their situations and help them identify goals, apply for identification documents and help them access programs that can assist them.",,,38.6081286,-77.2953813
572,Verified (need check the location once more),The Good News Community Kitchen,Food ,office@tgnck.org,,872-731-2151,"15929 Canada Goose Loop, Woodbridge, VA 22191",https://www.tgnck.org/,"The Good News Community Kitchen is a nonprofit organization based in Woodbridge, VA that provides meals and support to those in need.

Through their community kitchen, they aim to address food insecurity and promote a sense of belonging among individuals facing hunger.",,,38.6098684,-77.25501589999999
573,Verified,"The House Student Leadership Center
",Education Services,info@thehouse-inc.com,,703-909-5459,"14000 Crown Ct #105, Woodbridge, VA 22193",http://www.thehouse-inc.com/,"The House, Inc. Student Leadership Center program initiatives work to improve health, education, and employment outcomes for pre-teens and teens to ensure that all young people graduate from high school on course for college.",,,38.6500499,-77.31093469999999
574,,The Innovation in Child and Family Wellness Research Group,Parenting,,,(804) 828-1692,"Academic Learning Commons 1000 Floyd Avenue, 4th Floor Box 842027, Richmond, VA 23284-2027",https://innovativewellness.vcu.edu/,,,,37.5474207,-77.45440169999999
575,,The Life Church,Faith Based Services,"thelife@thelifedc.org,  rjones@thelifedc.org, khammond@thelifedc.org
",,(703) 490-7155,"12680 Darby Brook Ct, Woodbridge, VA 22192",https://www.thelifedc.org/,,,,38.6762871,-77.26503029999999
576,,The Lord'S Church At Woodbridge,Faith Based Services,lightjjl@yahoo.com,,703-608-4926,"13025 Chinn Park Dr, Woodbridge, VA 22192",https://thelordschurchatwoodbridge.org/,,,,38.6702546,-77.3320643
577,,The Love Church,Faith Based Services,info@welovechurch.com,,703.330.0881,"11234 Balls Ford Rd, Manassas, VA 20109",https://welovechurch.com/,,,,38.797185,-77.5321541
578,,The Metropolitan Washington Ear,Special Needs Services,,,301-681-6636,"12061 Tech Road, Silver Spring, MD 20904",https://washear.org/,,,,39.0522028,-76.96859769999999
579,,The Potter's House,Faith Based Services,church@pottershouse.comcastbiz.net,,(703) 910-4026,"1305 Jefferson Plaza, Woodbridge, VA 22191",www.pottershousewoodbridge.com,,,,38.6520129,-77.25358159999999
580,,The Rock Church of Manassas,Faith Based Services,info@rockchurchmanassas.org,,571-551-6049,"10800 Vandor Ln, Manassas, VA 20109",https://www.rockchurchmanassas.org/,,,,38.8027792,-77.5177811
581,Verified,The Salvation Army Corps Community Center,Community and Recreation Centers,,,703-580-8991,"1483 Old Bridge Rd #102, Woodbridge, VA 22192",https://salvationarmynca.org/nca/prince-william-service-center,"The Salvation Army provides much-needed emergency services to families every day. Thanks to a generous benefactor in Prince William County, Virginia, a fund has been set aside to specifically assist military veterans and their families to meet their needs. The program helps both homeless and financially struggling veterans combat hardship where they live. The fund covers financial assistance for rent and mortgage payments, utility bills, food supplies, and—most critical—medical costs. A similar fund provides similar assistance to veterans living in Prince George’s County, Maryland.

In addition to meeting the social service needs of the community, the Prince William Service Center also offers youth programs and opportunities for spiritual nourishment. Families find fellowship in the worship services every Sunday, while kids build friendships and life skills through youth programs and after-school clubs. And when school is out during the summer, the service center opens the doors of its gym, providing a healthy alternative to everyone in the neighborhood.

Community Programs

Social Services Monday through Thursday from 10 am to 4 pm, Friday from 10 am to 2 pm
STEP – Steps Program on Thursdays from 10-12.
One-on-one counseling and mentoring program are designed to help people get out of poverty. This program requires registration in advance.
Fresh Fruit & Vegetable Giveaway every fourth Thursday from 10 am to 11:30 am at Debre Medehanit Eyesus Ethiopian Orthodox Tewahido Church at 13430 Minnieville Rd, Woodbridge, VA 22192
Guitar Lessons on Tuesdays at 5 pm
Children and Youth Programs on Tuesdays at 6 pm
Spiritual Care and Worship

Bible Study Conference Call on Wednesday at 7pm, Call 1-302-202-1110 Enter Code 858076
Sunday School on Sunday at 10am
Sunday Worship on Sunday at 11am
Women’s Ministries on Wednesday at 10am
Seasonal Assistance

Summer Camp Registration
Back To School Supplies
Christmas Assistance",,,38.6724879,-77.2616851
582,Verified,The Salvation Army Thrift Store & Donation Center,Community and Recreation Centers,NorthernARC@uss.salvationarmy.org,,703-686-4607,"11201 Balls Ford Road, Manassas, VA, 20109",https://satruck.org/,,Monday thru Saturday 10-8 except Wednesday 10-9 closed Sunday. Donation Hours: Mon-Sun 10 AM- 4 PM,,38.7961962,-77.5285818
583,,The Sound Church,Faith Based Services,,,(703) 346-0323,"15801 Tanning House Pl, Haymarket, VA 20169",https://www.findhope.church/,,,,38.8453049,-77.661129
584,,The Strong Hearts Native Hotline,Hotlines Crisis,,,1-844-7NATIVE (1-844-762-8483),,http://www.strongheartshelpline.org/,,,,40.7035916,-104.7808024
585,,The Trevor Project,Hotlines Crisis,,,1-866-488-7386,,https://www.thetrevorproject.org/get-help/,LGBTQ+ trained counselors.,,,40.7035916,-104.7808024
586,,The Universal Church,Faith Based Services,ask@universalusa.org,,888-332-4141,"8281 Centreville Rd, Manassas, VA 20111",https://www.universal.org/usa/,,,,38.7770963,-77.4507892
587,Verified,The Women's Center,Family,,,(703) 281-2657,"8230 Old Courthouse Road, Suite 500, Vienna, VA 22182",https://thewomenscenter.org/,"Our Services
- Individual, Couples, & Family Counseling
- Domestic Violence & Sexual Assault Services
- Adolescent & Teen Therapy Sessions
- Support and Therapy Group Sessions
- Education Workshops and Training
- Mediation, Legal and Financial Resources
- Career Advice and Counseling Sessions",,,38.9136956,-77.229613
588,,The Women's Center,Medical and Healthcare,,,(703) 281-2657 (TTY: 711),"8230 Old Courthouse Road, Suite 500, Vienna, VA 22182",,"Therapy, support groups, career coaching, workshops, and volunteering for women.",,,38.9136956,-77.229613
589,,The Women's Center,Mental Health Substance Use,questions@thewomenscenter.org,,(703) 281-2657,"8230 Old Courthouse Road, Suite 500, Vienna, VA 22182",https://thewomenscenter.org/,Adult,,,38.9136956,-77.229613
590,Need to verify,Third Dimension Institute,Coaching ,,,,"256 Kirby St, Manassas Park, Virginia, 20111",,"Third Dimension Institute is a cutting-edge educational institution based in Manassas Park, VA. Specializing in innovative learning methods, the institute offers a range of programs designed to enhance critical thinking and problem-solving skills.

With a focus on experiential learning and real-world applications, Third Dimension Institute strives to prepare students for success in a rapidly evolving world. The institute's dynamic approach to education encourages creativity and fosters a passion for lifelong learning.",,,38.7753346,-77.4628693
591,,Ticket to Work,Disabled and/or Elderly,,,866-968-7842,,https://vcwnorthern.com/ticket-to-work/,,,,40.7035916,-104.7808024
592,,Towns of Forest Hills HOA,HOA,,,(301)681-6636,,,,,,40.7035916,-104.7808024
593,Verified,Training Futures Workforce Development Center ,Family,tftrainee@nvfs.org,,571-748-2869,"8603 Westwood Center Drive, Suite 300, Vienna, VA 22182",https://www.nvfs.org/our-services/workforce-development/training-futures/,"Training Futures is a nationally recognized workforce development program with proven results, providing training for living-wage professional careers. It offers an innovative curriculum in a simulated office environment with two primary goals: to help under- and unemployed adults secure professional careers with potential for advancement and to meet the needs of local employers who seek qualified, entry-level workers.

NVFS is committed to workforce development and the Training Futures program is a core and priority service area within our organization. With each new training cycle, we continue to explore the ways in which we can adapt and evolve our business model to continue to be effective and financially sustainable and ensure that we remain the premier provider of transformational workforce development services well into the future.

Our program is designed to give job seekers the tools, guidance, and confidence to successfully (re)enter the job market.",,,38.9289457,-77.2445122
594,Verified,Transitional Housing Program,Housing Utilities Finances,agonzalez@pwcgov.org,,(703) 492-2301,,https://www.pwcva.gov/department/housing-community-development/transitional-housing,"The Prince William County Office of Housing and Community Development (OHCD) operates and administers a two (2) year transitional housing program comprised of seven (7) townhouses.  The Transitional Housing Program provides homeless families with children decent, safe and sanitary housing while paying a program fee of 30% of their household’s income. The goal of the program is to facilitate movement to independent living and self-sufficiency through individualized supportive services. These services are aimed at self-empowerment, improved employment potential, increased opportunities for economic betterment, strengthened skills in the area of financial planning and family budgeting in addition to attempts to increase educational levels and instill effective home management.

As openings become available Area Homeless Providers to include homeless shelters and transitional housing program administrators are notified and provided necessary applications along with the requirements for selection.   

If you are an Area Homeless Provider and need more information regarding the program, contact Amira Gonzalez by email or by phone at 703-492-2301.",,,40.7035916,-104.7808024
595,,Trauma and Hope,Mental Health Substance Use,,,(703) 750-7852,"9028 Prince William St, Unit E, Manassas, VA 20110",Outpatient Mental Health Treatment | Northern Virginia | Springfield VA (traumaandhope.com),Trauma-focused recovery counseling for families & individuals.,,,38.7502061,-77.4704665
596,,Triangle Baptist Church,Faith Based Services,,,(703) 221-7191,"1724, 4345 Inn St, Triangle, VA 22172",www.trianglebaptistchurch.org,,,,38.5545472,-77.3401397
597,,Trinity Baptist Church,Faith Based Services,,https://www.trinitybaptistva.org/contact,(703) 445-2504,"15800 Neabsco Rd, Woodbridge, VA 22191",www.trinitybaptistva.org,,,,38.6049572,-77.2843333
598,,Trinity Episcopal Church,Faith Based Services,info@trinityepiscopalchurch.org,,(703) 368-4231,"9325 West St, Manassas, VA 20110",https://www.trinityepiscopalchurch.org/,,,,38.752143,-77.473254
599,,Trinity Lutheran Church,Faith Based Services,TrinityofWoodbridge@gmail.com,,703-897-7373,"12345 Cotton Mill Dr, Woodbridge, VA 22192",http://www.trinityofwoodbridge.org/,,,,38.688548,-77.31640879999999
600,Verified,Turning Points Domestic Violence Intervention and Shelter,Housing Utilities Finances,info@actspwc.us,,703-221-4460 or 703-221-4951,"3900 ACTS Lane, Dumfries, VA 22026",https://actspwc.org/,"ACTS Turning Points is a Domestic Violence intervention program serving Prince William County and the cities of Manassas and Manassas Park.  Services include a domestic violence shelter, individual counseling, support groups for men, women, and children, a behavioral intervention program, court advocacy and accompaniment, Hispanic services, training for allied professionals, and community awareness presentations and outreach.

For Crisis Line call 703-221-4951
For Court Advocacy Office call 703-792-4782, for services in Spanish call 703-792-4248
For Domestic Violence Shelters; Adult Advocacy Program; Behavioral Intervention Program; Hispanic Services; Children's Program; Community Awareness/Education; and Volunteering call 703-221-4460",Assistance hours Mondays and Thursdays 9 - 11:30 am and 1 - 3 pm; Tuesdays 1 - 3:30 pm and 5 - 6:30 pm.,"Age Requirements No Age Requirement
Family No
Other Eligibility Criteria No residency requirement. Priority to Prince William County residents.
Intake Process Phone for additional information.
Documents Required Picture ID , Proof of address , Income verification
Self Refer Yes
Provider Refer Yes
Intake Contact Email info@actspwc.org",38.5631747,-77.3290854
601,,United Pentecostal Church,Faith Based Services,,,(703) 754-4605,"14002 Glenkirk Rd, Gainesville, VA 20155",,,,,38.7790135,-77.6091026
602,,Unity Christian Fellowship International (UNITY CHURCH),Faith Based Services,admin@unityva.org,,(703) 491-8234,"14747 Arizona Ave, Woodbridge, VA 22191",http://www.unitychurchva.org/,,,,38.6325452,-77.2621668
603,,US VETS,Veteran Services,mtalford@usvets.org,,202-683-8357,,usvets.org/locations/washington-dc,,,,40.7035916,-104.7808024
604,,VA Department of Enviromental Quality,Criminal Justice,,,,,https://www.deq.virginia.gov/our-programs/disaster-preparedness,"Disaster preparedness plans &resources for debris, hurricanes, animal emergencies, and droughts.",,,40.7035916,-104.7808024
605,Verified,Veterans Community Center,Community and Recreation Centers,CTyrrell2@pwcgov.org,,(703) 792-8794,"14300 Veterans Drive, Woodbridge, VA 22191",https://www.pwcva.gov/department/veterans-memorial-park,"Veterans Memorial Park is adjacent to the beautiful Marumsco Creek, Featherstone National Wildlife Refuge and Occoquan Bay National Water Reserve. Vets is home to several sports leagues including swimming, soccer, football, baseball, softball, Little League, basketball and volleyball. Grills, picnic tables, volleyball, basketball courts, tennis courts, horseshoe pits, pavilion rentals and restrooms are available throughout the park.","Monday: Friday, 9am - 6pm
Saturday: 9am - Noon
Sunday: Closed

Community Center Closed:
December 24
December 25
December 31 - Close at 2pm
January 1
January 20",,38.6437414,-77.2498549
606,,Veterans First Friendship Place,Veteran Services,,,(202) 364-1419,,,,,,40.7035916,-104.7808024
607,,Veterans with VA-Guaranteed Home Loans,Veteran Services,,,877-827-3702,,,,,,40.7035916,-104.7808024
608,,Victoria Transcultural Clinical Centre,Mental Health Substance Use,info@vtccmail.com,, (703) 257-5997,"3541 Chain Bridge Rd, Ste 204 Fairfax, VA 22030",https://vtcc.health/,,,,38.86073409999999,-77.30542539999999
609,,"Victory Christian Ministries, Intl. Woodbridge Campus",Faith Based Services,INFO@VCMI-VA.ORG,,571.552.3008,"14015 Minnieville Rd, Woodbridge, VA 22193",https://www.vcmi-va.org/,,,,38.6464856,-77.3304074
610,,Victory Fellowship CGP,Faith Based Services,info@victory-fellowship.net,,(703) 335-7705,"9608 Fairview Ave, Manassas, VA 20110",http://www.victory-fellowship.net/,,,,38.7464552,-77.4626358
611,,Victory Lakes Community Association,HOA,"hoaoffice@victorylakeshoa.com, tschaefer@cmc-management.com",,703-368-6660,"12600 Victory Lakes Loop, Bristow, VA 20136",https://victorylakeshoa.com/,,,,38.7591091,-77.56570889999999
612,,Victory Lakes Community Association,HOA,"hoaoffice@victorylakeshoa.com, tschaefer@cmc-management.com",,703-368-6660,"12600 Victory Lakes Loop, Bristow, VA 20136",https://victorylakeshoa.com/,,,,38.7591091,-77.56570889999999
613,,Vineyard Community Church,Faith Based Services,,," 757-424-4444
(703) 222-7654"," 4444 Expressway Drive, Virginia Beach, VA 23452",,,,,36.8319426,-76.12968099999999
614,Verified,Virginia 512 SEIU ,Employment Services,info@seiuva.org,,(571) 432-0209,"3545 Chain Bridge Road, Suite 106 Fairfax, VA 22030",https://www.seiuva.org/prince-william-county/,"We provide the essential services that make Prince William County strong. But too many of us are underpaid and overworked and are being left behind as our county becomes prosperous. We deserve better wages, benefits and working conditions so that we can take care of our own families and build a stronger Prince William County.

Now Prince William County workers are joining together in a union—just as millions of county workers have done all across the country—to negotiate for higher pay and a real say in important decisions that impact their jobs.

That’s what it means to be in a union—the county HAS to negotiate with its employees over wages, benefits and working conditions and those wins are secured in a union contract.",,,38.8607787,-77.3061428
615,Verified,Virginia Career Works - Prince William Center,Employment Services,,,(703) 586-6800,"13370 Minnieville Road, Woodbridge, VA 22192",https://virginiacareerworks.com/,"Our mission is to advance economic stability and growth by preparing and connecting people who want to work with employers who need to hire through its training providers and network of professional partners. Virginia Career Works is Virginia’s vital link between meaningful employment and growing businesses, changing lives; and advancing economic prosperity.",Mon - Fri 9:00am - 4:30pm,,38.6581756,-77.3028624
616,Verified,Virginia Community Food Connections,Food,Info@virginiacfc.org,,540-940-7914,"P.O Box 7664, Fredericksburg, VA 22404",virginiacfc.org,"Virginia Community Food Connections (VCFC) brings together organizations including small farmers markets, local nonprofits, and key stakeholders to address food security, farmer viability, and affordable access to fresh produce. To make fresh food more equitable and affordable, VCFC operates the following programs throughout the region:

SNAP and Virginia Fresh Match: Enables SNAP recipients to use their benefits at area farmers markets and get additional healthy, locally-grown free fruits and vegetables. SIGN UP NOW, to receive emails about where and when VFM benefits are available.
WIC Veggie Vouchers: Provides free fruits and vegetables to young families.
Farm to Pantry: Distributes produce to low-income households through emergency food pantries and community service organizations.
Fredericksburg Food Access Forum: Facilitates regular connections among organizations working on food access and food security.
",,,38.3059431,-77.4801322
617,Verified,Virginia Cooperative Extension,Housing Utilities Finances,smartmoney@pwcgov.org,,,"8033 Ashton Avenue, Suite 105, Manassas, VA 20109 ",https://www.pwcva.gov/department/virginia-cooperative-extension/financial-empowerment-center,,Monday to Friday – 8:30 AM TO 4:00 PM ,,38.7885886,-77.5197251
618,,Virginia Department for Aging and Rehabilitative Services (DARS) - DARS Manassass office and evaluation center,Disabled and/or Elderly,,,703-335-5550,,https://www.dars.virginia.gov/cbs/ltcrm.htm,,,,40.7035916,-104.7808024
619,,Virginia Department for Aging and Rehabilitative Services (DARS) - Manassas fabrication center,Disabled and/or Elderly,,,703-335-2150,,https://www.dars.virginia.gov/cbs/ltcrm.htm,,,,40.7035916,-104.7808024
620,,Virginia Department of Medical Assistance Services,Mental Health Substance Use,,,804-786-6273,"600 East Broad Street, Richmond, Virginia. 23219",https://www.dmas.virginia.gov/#/index,Adult,,,37.5424413,-77.43609680000002
621,,Virginia Department of Veteran Affairs ,Veteran Services,,,(703) 479-7437,"9300 West Courthouse Road, Suite 305, Manassas, Virginia 20110",,,,,38.7526749,-77.4826566
622,Verified,Virginia Employment Commission,Employment Services,princewilliam@virginiaworks.gov,,(703) 897-0407,"13370 Minnieville Rd, Woddbridge, VA 22192",https://www.vec.virginia.gov/,"For the Unemployed
If you are unemployed through no fault of your own, you can use the VEC to: 
-File a new claim, reopen a claim, or file a partial claim 
-Find the latest announcements regarding Virginia unemployment benefits  
-Access forms for filing appeals 
-Watch helpful videos explaining UI qualification and benefits 
-Register for job services 

For Employers
-Employers have several responsibilities for unemployment insurance, and can use our services to: 
-Register a business, files quarterly reports, and manage a business account through Employer Self Service (ESS) 
-Access important forms and publications 
-Participate in the State Information Data Exchange (SIDES) program 
-Post job openings online or through Virginia Works Offices 
-Search for job candidates 
-Receive Work Opportunity Tax Credit (WOTC) information 
-Access On-the-Job-Training opportunities through the Trade Act program ",,,38.6581756,-77.3028624
623,,Virginia Foundation for Healthy Youth (VFHY),Mental Health Substance Use,,,(804) 786-2523,"701 East Franklin Street, Suite 500, Richmond, VA 23219",https://www.vfhy.org/events/,Adult,,,37.5399325,-77.4371393
624,Verified,Virginia Gateway Shopping Center,Education Services,,,,"7400 Linton Hall Rd, Gainesville, VA 20155
",www.pwcva.gov/library,,Open 24 hours,Open 24-hour book drop,38.79342279999999,-77.61049179999999
625,Verified,Virginia Has Jobs,Employment Services,,,,,https://virginiahasjobs.com/,A new website launched by the state to connect job opportunities in the state with Virginia's talented workforce. ,,,40.7035916,-104.7808024
